"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"PropertyType";"DepartamentalAffiliationType";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"Status";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";"geoarea";
"1266759541";"Дворовая территория";"каток с натуральным льдом";"321778e1-36c2-4668-9fce-81139eadeb28";"Восточный административный округ";"район Гольяново";"Алтайская улица, дом 2";"gol@vao.mos.ru";"golyanovo.mos.ru";"(495) 467-65-84";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1034 47 22   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8015628685142,55.8187208157451],""type"":""Point""}";"";"";
"1266759546";"Досуговый центр «Гармония»";"каток с натуральным льдом";"09e84a7f-5058-4349-aeda-7da1b17e0236";"Северный административный округ";"Савёловский район";"Старый Петровско-Разумовский проезд, дом 5-13";"KostryginaEV@pnao.mos.ru";"www.garmoniyagbu.ru/";"(495) 611-56-90";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"312.4 24.4 12.8   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.560150893532,55.7994657700841],""type"":""Point""}";"";"";
"1266759551";"Дворовая территория";"каток с натуральным льдом";"7c0b95ab-8012-4790-b00a-a97259a98dd3";"Центральный административный округ";"Таганский район";"Марксистская улица, дом 5";"ur_tagansky@mos.ru";"tagan.mos.ru";"(495) 911-12-81";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"573.6 33.6 17.07   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6643227192569,55.7376809135042],""type"":""Point""}";"";"";
"1266759567";"Дворовая территория";"каток с натуральным льдом";"259123f3-68ec-44d9-b3c6-bcffe4e745db";"Центральный административный округ";"Таганский район";"Нижегородская улица, дом 17";"ur_tagansky@mos.ru";"tagan.mos.ru/";"(495) 912-43-84";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"288 24 12   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6893463143389,55.7381760748087],""type"":""Point""}";"";"";
"1266759584";"Дворовая территория";"каток с натуральным льдом";"91ce5e17-540e-4345-b386-a93f92b37855";"Центральный административный округ";"Таганский район";"Нижегородская улица, дом 6";"ur_tagansky@mos.ru";"tagan.mos.ru";"(495) 911-12-81";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"403.7 29.19 13.83   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6778717648899,55.7380381683264],""type"":""Point""}";"";"";
"1266759593";"Дворовая территория";"каток с натуральным льдом";"0f6c8c1c-b734-46ee-9f8a-5c6bc739010b";"Центральный административный округ";"Таганский район";"Краснохолмская набережная, дом 1/15";"ur_tagansky@mos.ru";"tagan.mos.ru";"(495) 911-12-81";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"273 21 13   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6502242722853,55.7363091117949],""type"":""Point""}";"";"";
"1266759608";"Дворовая территория";"каток с натуральным льдом";"ddf8b640-c486-405c-9c7e-fbfbaae2105d";"Восточный административный округ";"район Вешняки";"улица Красный Казанец, дом 3, корпус 4";"sport-dosug@inbox.ru";"veshnyaki.su";"(495) 770-09-42";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1800 60 30   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8088902621582,55.7233088613983],""type"":""Point""}";"";"";
"1266759618";"Дворовая территория";"каток с натуральным льдом";"5dcc5f6a-8d56-4f97-b7ef-7a65f660c5fb";"Восточный административный округ";"район Вешняки";"улица Красный Казанец, дом 19, корпус 2";"sport-dosug@inbox.ru";"veshnyaki.su";"(495) 770-09-42";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"400 20 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8176916256871,55.7193677438542],""type"":""Point""}";"";"";
"1266759619";"Дворовая территория";"каток с натуральным льдом";"b61c022a-702e-4f58-8cf9-61472561694f";"Восточный административный округ";"район Вешняки";"Реутовская улица, дом 4";"sport-dosug@inbox.ru";"veshnyaki.su";"(495) 770-09-42";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"800 40 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8336498257288,55.7392966586242],""type"":""Point""}";"";"";
"1266759628";"Дворовая территория";"каток с натуральным льдом";"6d002b6d-b83e-4a54-b34b-6158906a876f";"Восточный административный округ";"район Вешняки";"Косинская улица, дом 28, корпус 3";"sport-dosug@inbox.ru";"veshnyaki.su";"(495) 770-09-42";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1080 50 21.6   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8256456417603,55.7164607108213],""type"":""Point""}";"";"";
"1266759638";"Дворовая территория";"каток с натуральным льдом";"42d8d493-8c56-4b48-b8e5-f695cc163afe";"Восточный административный округ";"район Соколиная Гора";"5-я улица Соколиной Горы, дом 21, корпус 3";"gbusokolgora@mail.ru";"mosg.ru";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1800 60 30   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7370835064533,55.7658532558659],""type"":""Point""}";"";"";
"1266759644";"Дворовая территория";"каток с натуральным льдом";"270543f2-7057-4ab5-8f7c-6722f560151a";"Восточный административный округ";"район Соколиная Гора";"Лечебная улица, дом 17";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"512 32 16   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7418200650767,55.7909130503438],""type"":""Point""}";"";"";
"1266759646";"Дворовая территория";"каток с натуральным льдом";"6ba24c09-1b46-455b-8de1-96b6664f190b";"Восточный административный округ";"район Вешняки";"Вешняковская улица, дом 37";"mo-veshnyaki@yandex.ru";"veshnyaki.su";"(495) 770-09-42";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"600 30 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8244925252006,55.7197752459506],""type"":""Point""}";"";"";
"1266759650";"Дворовая территория";"каток с натуральным льдом";"f52208cd-4d1f-49b5-a252-37a727081789";"Восточный административный округ";"район Соколиная Гора";"8-я улица Соколиной Горы, дом 20";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"722 38 19   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7397858187029,55.7676615111232],""type"":""Point""}";"";"";
"1266759656";"Дворовая территория";"каток с натуральным льдом";"22b52515-653a-44f5-8bdc-d56727576f53";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 35";"sg-priem@mos.ru";"sokolinka.mos.ru/";"(499) 369-29-55";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"700 35 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7292539035373,55.7833794099775],""type"":""Point""}";"";"";
"1266759658";"Дворовая территория";"каток с натуральным льдом";"1678a7bb-bf1a-4528-ad8e-f2b404b14565";"Восточный административный округ";"район Соколиная Гора";"Измайловское шоссе, дом 55";"taty_sgora@mail.ru";"mosg.ru";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"200 20 10   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7381707589716,55.7812616638318],""type"":""Point""}";"";"";
"1266759662";"Дворовая территория";"каток с натуральным льдом";"103a507c-8d46-4c58-a731-68ede66b4b53";"Восточный административный округ";"район Соколиная Гора";"Мироновская улица, дом 9";"taty_sgora@mail.ru";"sokolinka.mos.ru";"(499) 785-02-91";"";"понедельник 07:00-22:00,вторник 07:00-22:00,среда 07:00-22:00,четверг 07:00-22:00,пятница 07:00-22:00,суббота 07:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"450 30 15   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7325851831299,55.7835319410544],""type"":""Point""}";"";"";
"1266759663";"Дворовая территория";"каток с искусственным льдом";"e3f41d15-d6b8-4bc5-b208-5a871fc032c3";"Восточный административный округ";"район Соколиная Гора";"улица Уткина, дом 41Б";"taty_sgora@mail.ru";"sokolinka.mos.ru/";"(499) 785-02-91";"";"понедельник 09:00-23:00,вторник 09:00-23:00,среда 09:00-23:00,четверг 09:00-23:00,пятница 09:00-23:00,суббота 09:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"без дополнительного освещения";"искусственный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.744011812743,55.7624373338704],""type"":""Point""}";"";"";
"1266759666";"Дворовая территория";"каток с натуральным льдом";"9bbbc881-9779-433d-b646-5e9817361ca5";"Западный административный округ";"район Ново-Переделкино";"Боровское шоссе, дом 29";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"648 36 18   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3643684873432,55.6435857063327],""type"":""Point""}";"";"";
"1266759680";"Дворовая территория";"каток с натуральным льдом";"7bda63bb-ce62-44cb-ba59-b7d811e6ab4a";"Западный административный округ";"район Ново-Переделкино";"Лукинская улица, дом 3, корпус 1";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"432 27 16   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3431148107791,55.6459849517787],""type"":""Point""}";"";"";
"1266759684";"Дворовая территория";"каток с натуральным льдом";"932b3bea-292a-4398-9a8c-215773bed60b";"Западный административный округ";"район Ново-Переделкино";"Боровское шоссе, дом 20, корпус 1";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"756 36 21   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3669113128281,55.6496971648015],""type"":""Point""}";"";"";
"1266759688";"Дворовая территория";"каток с натуральным льдом";"6cfaf8d2-dbee-403a-a287-af29882ce8e3";"Западный административный округ";"район Ново-Переделкино";"Лукинская улица, дом 8, корпус 1";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"435 27 16.11   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3410669484099,55.6509250857954],""type"":""Point""}";"";"";
"1266759696";"Дворовая территория";"каток с натуральным льдом";"8b35806a-3a17-41fb-bde7-cfdc857e7a15";"Западный административный округ";"район Ново-Переделкино";"Боровское шоссе, дом 54";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"684 36 19   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3454056963989,55.635896223439],""type"":""Point""}";"";"";
"1266759701";"Дворовая территория";"каток с натуральным льдом";"3759505c-6a49-4b4a-bd6c-407f8f120241";"Западный административный округ";"район Ново-Переделкино";"Новопеределкинская улица, дом 8";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"829 41.45 20   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3684089649642,55.64075965578],""type"":""Point""}";"";"";
"1266759706";"Дворовая территория";"каток с натуральным льдом";"03924a99-4669-4f7b-8e76-142190f0da56";"Западный административный округ";"район Ново-Переделкино";"Лукинская улица, дом 7";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"640 32 20   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3392237608479,55.6440824423816],""type"":""Point""}";"";"";
"1266759709";"Дворовая территория";"каток с натуральным льдом";"de4a1dd6-bcc9-4bc6-a355-eaa94cb11439";"Западный административный округ";"район Ново-Переделкино";"улица Скульптора Мухиной, дом 10, корпус 2";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 732-35-14";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье 08:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3424041008223,55.6412634453148],""type"":""Point""}";"";"";
"1266759712";"Дворовая территория";"каток с натуральным льдом";"925a8377-ed28-4787-838a-1c33fb8e638f";"Западный административный округ";"район Ново-Переделкино";"Новоорловская улица, дом 16";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1300 50 26   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3598462354431,55.6361522018732],""type"":""Point""}";"";"";
"1266759719";"Дворовая территория";"каток с искусственным льдом";"72ed5bd9-90d7-4fea-9bf4-14ea92373357";"Западный административный округ";"район Ново-Переделкино";"Новоорловская улица, дом 5А";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье 10:00-22:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.11-23.03";"функционирует";"900 36 25   ";"освещение светодиодными лампами";"искусственный лед";"0";"бесплатно";"";"приспособлен для всех групп инвалидов";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3636796230341,55.6359949920102],""type"":""Point""}";"";"";
"1266759729";"Дворовая территория";"каток с натуральным льдом";"7a2b2ac1-f8ef-4cb9-8b0b-c4260808c754";"Западный административный округ";"район Ново-Переделкино";"улица Шолохова, дом 14";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"420 28 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3531820767269,55.6406314786009],""type"":""Point""}";"";"";
"1266759737";"Дворовая территория";"каток с натуральным льдом";"701a51fe-6b0c-4a2f-89e2-9e719d606142";"Западный административный округ";"район Ново-Переделкино";"Новопеределкинская улица, дом 14, корпус 1";"zao-uprava-np@mos.ru";"novo-peredelkino.mos.ru/";"(495) 733-05-05";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"776 40 19.4   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3686729102924,55.6437874795111],""type"":""Point""}";"";"";
"1266759764";"Дворовая территория";"каток с натуральным льдом";"869cab95-c652-4fac-b8c9-36b57ea36dde";"Северный административный округ";"Тимирязевский район";"Дмитровский проезд, дом 16";"tim@timmun.ru";"timmun.ru";"(499) 760-77-03";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1325 53 25   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5672126437551,55.8087587302218],""type"":""Point""}";"";"";
"1266759766";"Дворовая территория";"каток с натуральным льдом";"714d4ab3-56d5-4e39-a9f2-4e8781758790";"Северный административный округ";"Тимирязевский район";"Дмитровский проезд, дом 4";"tim@timmun.ru";"timmun.ru";"(499) 760-77-03";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1173 51 23   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5773687420119,55.8099140587564],""type"":""Point""}";"";"";
"1266759776";"Дворовая территория";"каток с натуральным льдом";"17073fd9-e5b7-481f-bad5-6a9beaaced86";"Северный административный округ";"Тимирязевский район";"Дмитровское шоссе, дом 59, корпус 1";"tim@timmun.ru";"www.timmun.ru";"(499) 760-77-03";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"625 25 25   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5668214838661,55.8451834443382],""type"":""Point""}";"";"";
"1266759780";"Дворовая территория";"каток с натуральным льдом";"29030c89-f6e8-4047-b2a2-2fa4b13b9cb5";"Северный административный округ";"Тимирязевский район";"Дмитровское шоссе, дом 50, корпус 1";"tim@timmun.ru";"timmun.ru";"(499) 760-77-03";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1130.1 43 26.28   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5703646649521,55.8457013356191],""type"":""Point""}";"";"";
